# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 117K of event 'cycles'
# Event count (approx.): 1655611584489
#
# Children      Self  Command          Shared Object        Symbol                                                                                                                           
# ........  ........  ...............  ...................  .................................................................................................................................
#
     0.28%     0.28%  tclsh8.6         [kernel.kallsyms]    [k] copy_user_generic_string
     0.28%     0.01%  swapper          [kernel.kallsyms]    [k] irq_enter_rcu
     0.28%     0.01%  mariadbd         [kernel.kallsyms]    [k] kmalloc_reserve
     0.28%     0.28%  mariadbd         [kernel.kallsyms]    [k] __switch_to_asm
     0.28%     0.02%  mariadbd         [kernel.kallsyms]    [k] pick_next_task_idle
     0.27%     0.07%  swapper          [kernel.kallsyms]    [k] ttwu_do_wakeup
     0.27%     0.20%  mariadbd         [kernel.kallsyms]    [k] __kmalloc_node_track_caller
     0.27%     0.27%  mariadbd         [kernel.kallsyms]    [k] _find_next_bit
     0.27%     0.03%  mariadbd         [kernel.kallsyms]    [k] sched_clock_cpu
     0.27%     0.02%  mariadbd         [kernel.kallsyms]    [k] nvme_pci_setup_prps
     0.27%     0.02%  mariadbd         [kernel.kallsyms]    [k] copy_page_from_iter_atomic
     0.27%     0.25%  swapper          [kernel.kallsyms]    [k] update_rq_clock_task
     0.27%     0.06%  mariadbd         [kernel.kallsyms]    [k] refill_obj_stock
     0.27%     0.26%  mariadbd         [kernel.kallsyms]    [k] __get_user_nocheck_4
     0.26%     0.08%  swapper          [kernel.kallsyms]    [k] get_next_timer_interrupt
     0.26%     0.05%  swapper          [kernel.kallsyms]    [k] tick_irq_enter
     0.26%     0.16%  mariadbd         [kernel.kallsyms]    [k] __update_blocked_fair
     0.26%     0.26%  swapper          [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.26%     0.01%  swapper          [kernel.kallsyms]    [k] iomap_dio_bio_end_io
     0.26%     0.26%  mariadbd         mariadbd             [.] _Z16dispatch_command19enum_server_commandP3THDPcjb
     0.25%     0.19%  mariadbd         [kernel.kallsyms]    [k] __update_idle_core
     0.25%     0.23%  mariadbd         [kernel.kallsyms]    [k] up_read
     0.25%     0.18%  mariadbd         [kernel.kallsyms]    [k] kmem_cache_free
     0.25%     0.07%  tclsh8.6         [kernel.kallsyms]    [k] refill_obj_stock
     0.25%     0.17%  mariadbd         [kernel.kallsyms]    [k] plist_add
     0.25%     0.15%  mariadbd         [kernel.kallsyms]    [k] dma_pool_alloc
     0.25%     0.02%  swapper          [kernel.kallsyms]    [k] try_to_wake_up
     0.25%     0.18%  mariadbd         [kernel.kallsyms]    [k] kmem_cache_alloc
     0.25%     0.01%  mariadbd         [kernel.kallsyms]    [k] touch_atime
     0.25%     0.13%  mariadbd         [kernel.kallsyms]    [k] __check_object_size.part.0
     0.24%     0.24%  mariadbd         libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     0.24%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] asm_sysvec_apic_timer_interrupt
     0.24%     0.08%  mariadbd         [kernel.kallsyms]    [k] __es_insert_extent
     0.24%     0.09%  tclsh8.6         [kernel.kallsyms]    [k] sock_poll
     0.24%     0.24%  mariadbd         [kernel.kallsyms]    [k] __default_send_IPI_dest_field
     0.24%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] kmalloc_reserve
     0.24%     0.02%  mariadbd         [kernel.kallsyms]    [k] __block_write_begin_int
     0.24%     0.12%  mariadbd         [kernel.kallsyms]    [k] put_prev_entity
     0.24%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] sysvec_apic_timer_interrupt
     0.23%     0.00%  mariadbd         [kernel.kallsyms]    [k] file_write_and_wait_range
     0.23%     0.23%  mariadbd         [kernel.kallsyms]    [k] native_sched_clock
     0.23%     0.12%  swapper          [kernel.kallsyms]    [k] __update_blocked_fair
     0.23%     0.17%  tclsh8.6         [kernel.kallsyms]    [k] __kmalloc_node_track_caller
     0.23%     0.02%  swapper          [kernel.kallsyms]    [k] quiet_vmstat
     0.23%     0.23%  swapper          [kernel.kallsyms]    [k] __update_load_avg_se
     0.23%     0.22%  tclsh8.6         [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.22%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] select_idle_sibling
     0.22%     0.01%  mariadbd         [kernel.kallsyms]    [k] __ext4_mark_inode_dirty
     0.22%     0.22%  mariadbd         mariadbd             [.] crc32c_3way
     0.22%     0.05%  tclsh8.6         [kernel.kallsyms]    [k] syscall_exit_work
     0.22%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] obj_cgroup_charge_pages
     0.22%     0.01%  swapper          [kernel.kallsyms]    [k] find_busiest_group
     0.22%     0.01%  mariadbd         [kernel.kallsyms]    [k] detach_tasks
     0.22%     0.12%  tclsh8.6         [kernel.kallsyms]    [k] __check_object_size.part.0
     0.22%     0.16%  swapper          [kernel.kallsyms]    [k] asm_sysvec_reschedule_ipi
     0.21%     0.13%  tclsh8.6         [kernel.kallsyms]    [k] kmem_cache_free
     0.21%     0.21%  mariadbd         [kernel.kallsyms]    [k] syscall_return_via_sysret
     0.21%     0.21%  mariadbd         [kernel.kallsyms]    [k] send_call_function_single_ipi
     0.21%     0.00%  kswapd0          [kernel.kallsyms]    [k] shrink_lruvec
     0.21%     0.02%  mariadbd         [kernel.kallsyms]    [k] obj_cgroup_charge_pages
     0.21%     0.05%  swapper          [kernel.kallsyms]    [k] need_update
     0.21%     0.03%  swapper          [kernel.kallsyms]    [k] update_sd_lb_stats.constprop.0
     0.21%     0.00%  kswapd0          [kernel.kallsyms]    [k] shrink_inactive_list
     0.21%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] _copy_to_iter
     0.21%     0.20%  mariadbd         [kernel.kallsyms]    [k] __list_del_entry_valid
     0.21%     0.02%  mariadbd         [kernel.kallsyms]    [k] mempool_alloc
     0.21%     0.06%  swapper          [kernel.kallsyms]    [k] check_preempt_curr
     0.21%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] __sysvec_apic_timer_interrupt
     0.20%     0.14%  mariadbd         [kernel.kallsyms]    [k] drain_obj_stock
     0.20%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] hrtimer_interrupt
     0.20%     0.05%  swapper          [kernel.kallsyms]    [k] amd_pmu_wait_on_overflow
     0.20%     0.20%  mariadbd         [kernel.kallsyms]    [k] try_grab_compound_head
     0.20%     0.00%  mariadbd         [kernel.kallsyms]    [k] __filemap_fdatawrite_range
     0.20%     0.17%  swapper          [kernel.kallsyms]    [k] irqentry_enter
     0.20%     0.00%  mariadbd         [kernel.kallsyms]    [k] do_writepages
     0.20%     0.01%  mariadbd         [kernel.kallsyms]    [k] skb_release_head_state
     0.20%     0.00%  mariadbd         [kernel.kallsyms]    [k] ext4_writepages
     0.20%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] try_charge_memcg
     0.20%     0.03%  mariadbd         [kernel.kallsyms]    [k] try_charge_memcg
     0.19%     0.06%  swapper          [kernel.kallsyms]    [k] cpuidle_governor_latency_req
     0.19%     0.00%  mariadbd         [kernel.kallsyms]    [k] nvme_pci_complete_rq
     0.19%     0.08%  tclsh8.6         [kernel.kallsyms]    [k] unix_write_space
     0.19%     0.02%  mariadbd         [kernel.kallsyms]    [k] _copy_to_iter
     0.19%     0.01%  mariadbd         [kernel.kallsyms]    [k] unix_destruct_scm
     0.19%     0.08%  tclsh8.6         [kernel.kallsyms]    [k] update_load_avg
     0.19%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] skb_copy_datagram_from_iter
     0.19%     0.02%  swapper          [kernel.kallsyms]    [k] hrtimer_cancel
     0.18%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] __hrtimer_run_queues
     0.18%     0.01%  mariadbd         [kernel.kallsyms]    [k] skb_copy_datagram_from_iter
     0.18%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] pick_next_task_fair
     0.18%     0.08%  mariadbd         [kernel.kallsyms]    [k] __cond_resched
     0.18%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] __run_hrtimer
     0.18%     0.11%  tclsh8.6         [kernel.kallsyms]    [k] drain_obj_stock
     0.18%     0.04%  mariadbd         [kernel.kallsyms]    [k] sock_wfree
     0.18%     0.00%  mariadbd         [kernel.kallsyms]    [k] file_update_time
     0.18%     0.01%  mariadbd         [kernel.kallsyms]    [k] submit_bio_noacct
     0.18%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] tick_sched_timer
     0.18%     0.01%  mariadbd         [kernel.kallsyms]    [k] __queue_work
     0.18%     0.06%  tclsh8.6         [kernel.kallsyms]    [k] __fget_light
     0.18%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] sock_recvmsg
     0.17%     0.03%  mariadbd         [kernel.kallsyms]    [k] __check_block_validity.constprop.0
     0.17%     0.05%  tclsh8.6         [kernel.kallsyms]    [k] ttwu_queue_wakelist
     0.17%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] ttwu_do_activate
     0.17%     0.15%  swapper          [kernel.kallsyms]    [k] ktime_get_update_offsets_now
     0.17%     0.16%  mariadbd         [kernel.kallsyms]    [k] read_tsc
     0.17%     0.01%  swapper          [kernel.kallsyms]    [k] run_rebalance_domains
     0.17%     0.11%  tclsh8.6         [kernel.kallsyms]    [k] __audit_syscall_exit
     0.17%     0.04%  swapper          [kernel.kallsyms]    [k] __remove_hrtimer
     0.17%     0.17%  mariadbd         [kernel.kallsyms]    [k] __const_udelay
     0.17%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] enqueue_task_fair
     0.17%     0.00%  mariadbd         [kernel.kallsyms]    [k] generic_update_time
     0.17%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] security_socket_recvmsg
     0.17%     0.11%  swapper          [kernel.kallsyms]    [k] irqtime_account_irq
     0.17%     0.17%  mariadbd         [kernel.kallsyms]    [k] update_min_vruntime
     0.17%     0.01%  kswapd0          [kernel.kallsyms]    [k] shrink_page_list
     0.17%     0.03%  mariadbd         [kernel.kallsyms]    [k] submit_bio_checks
     0.17%     0.15%  mariadbd         [kernel.kallsyms]    [k] ktime_get_update_offsets_now
     0.17%     0.17%  swapper          [kernel.kallsyms]    [k] amd_pmu_addr_offset
     0.17%     0.01%  mariadbd         [kernel.kallsyms]    [k] add_to_page_cache_lru
     0.17%     0.12%  mariadbd         [kernel.kallsyms]    [k] __kmalloc
     0.16%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] simple_copy_to_iter
     0.16%     0.12%  mariadbd         [kernel.kallsyms]    [k] blk_mq_rq_ctx_init.constprop.0
     0.16%     0.00%  mariadbd         [kernel.kallsyms]    [k] queue_work_on
     0.16%     0.15%  mariadbd         [kernel.kallsyms]    [k] lookup_bh_lru
     0.16%     0.00%  mariadbd         [kernel.kallsyms]    [k] simple_copy_to_iter
     0.16%     0.04%  mariadbd         [kernel.kallsyms]    [k] syscall_trace_enter.constprop.0
     0.16%     0.05%  mariadbd         [kernel.kallsyms]    [k] sock_poll
     0.16%     0.03%  mariadbd         [kernel.kallsyms]    [k] set_next_entity
     0.16%     0.02%  mariadbd         [kernel.kallsyms]    [k] balance_dirty_pages_ratelimited
     0.16%     0.13%  tclsh8.6         [kernel.kallsyms]    [k] _raw_spin_lock
     0.15%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] exit_to_user_mode_prepare
     0.15%     0.02%  mariadbd         [kernel.kallsyms]    [k] cpumask_next
     0.15%     0.12%  swapper          [kernel.kallsyms]    [k] update_sg_lb_stats
     0.15%     0.06%  mariadbd         [kernel.kallsyms]    [k] __unqueue_futex
     0.15%     0.08%  tclsh8.6         [kernel.kallsyms]    [k] selinux_socket_recvmsg
     0.15%     0.10%  mariadbd         [kernel.kallsyms]    [k] reweight_entity
     0.15%     0.15%  swapper          [kernel.kallsyms]    [k] resched_curr
     0.15%     0.15%  mariadbd         [kernel.kallsyms]    [k] __rdgsbase_inactive
     0.15%     0.10%  mariadbd         [kernel.kallsyms]    [k] check_preempt_wakeup
     0.15%     0.10%  tclsh8.6         [kernel.kallsyms]    [k] unix_poll
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] update_process_times
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] tick_sched_handle
     0.14%     0.01%  swapper          [kernel.kallsyms]    [k] nvme_pci_complete_rq
     0.14%     0.12%  mariadbd         [kernel.kallsyms]    [k] ext4_inode_block_valid
     0.14%     0.03%  swapper          [kernel.kallsyms]    [k] hrtimer_try_to_cancel.part.0
     0.14%     0.14%  tclsh8.6         [kernel.kallsyms]    [k] __slab_free
     0.14%     0.01%  mariadbd         [kernel.kallsyms]    [k] __blk_mq_alloc_request
     0.14%     0.01%  mariadbd         [kernel.kallsyms]    [k] raw_spin_rq_lock_nested
     0.14%     0.06%  mariadbd         [kernel.kallsyms]    [k] irqtime_account_irq
     0.14%     0.05%  mariadbd         [kernel.kallsyms]    [k] unix_write_space
     0.14%     0.11%  mariadbd         [kernel.kallsyms]    [k] iomap_dio_complete
     0.14%     0.05%  mariadbd         [kernel.kallsyms]    [k] update_rq_clock
     0.13%     0.00%  mariadbd         [kernel.kallsyms]    [k] aio_read_events
     0.13%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] refill_stock
     0.13%     0.13%  swapper          [kernel.kallsyms]    [k] pick_next_entity
     0.13%     0.13%  mariadbd         [kernel.kallsyms]    [k] __calc_delta
     0.13%     0.13%  swapper          [kernel.kallsyms]    [k] update_cfs_group
     0.13%     0.13%  swapper          [kernel.kallsyms]    [k] rb_next
     0.13%     0.07%  tclsh8.6         [kernel.kallsyms]    [k] update_curr
     0.13%     0.13%  mariadbd         [kernel.kallsyms]    [k] get_obj_cgroup_from_current
     0.13%     0.02%  mariadbd         [kernel.kallsyms]    [k] bio_alloc_bioset
     0.13%     0.05%  mariadbd         [kernel.kallsyms]    [k] put_prev_task_fair
     0.13%     0.13%  mariadbd         [kernel.kallsyms]    [k] __wrgsbase_inactive
     0.13%     0.00%  mariadbd         [kernel.kallsyms]    [k] mpage_prepare_extent_to_map
     0.13%     0.13%  swapper          [kernel.kallsyms]    [k] nohz_balance_enter_idle
     0.13%     0.00%  mariadbd         [kernel.kallsyms]    [k] __ext4_journal_start_sb
     0.13%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] switch_fpu_return
     0.13%     0.04%  mariadbd         [kernel.kallsyms]    [k] aio_read_events_ring
     0.13%     0.13%  mariadbd         [kernel.kallsyms]    [k] __slab_free
     0.13%     0.13%  tclsh8.6         [kernel.kallsyms]    [k] available_idle_cpu
     0.13%     0.13%  mariadbd         [kernel.kallsyms]    [k] prepare_task_switch
     0.13%     0.13%  mariadbd         [kernel.kallsyms]    [k] unroll_tree_refs
     0.13%     0.05%  mariadbd         [kernel.kallsyms]    [k] blk_mq_get_tag
     0.13%     0.07%  swapper          [kernel.kallsyms]    [k] lapic_next_event
     0.13%     0.00%  mariadbd         [kernel.kallsyms]    [k] aio_read
     0.13%     0.01%  mariadbd         [kernel.kallsyms]    [k] ext4_da_write_end
     0.13%     0.01%  mariadbd         [kernel.kallsyms]    [k] __alloc_pages
     0.13%     0.00%  mariadbd         [kernel.kallsyms]    [k] balance_dirty_pages
     0.13%     0.01%  mariadbd         [kernel.kallsyms]    [k] nvme_unmap_data.part.0
     0.13%     0.06%  mariadbd         [kernel.kallsyms]    [k] cpumask_next_wrap
     0.12%     0.05%  mariadbd         [kernel.kallsyms]    [k] __cgroup_account_cputime
     0.12%     0.00%  mariadbd         [kernel.kallsyms]    [k] mem_cgroup_wb_stats
     0.12%     0.00%  mariadbd         [kernel.kallsyms]    [k] cgroup_rstat_flush_irqsafe
     0.12%     0.04%  mariadbd         [kernel.kallsyms]    [k] cgroup_rstat_flush_locked
     0.12%     0.12%  mariadbd         mariadbd             [.] 0x0000000000c9f83a
     0.12%     0.01%  mariadbd         [kernel.kallsyms]    [k] __add_to_page_cache_locked
     0.12%     0.11%  mariadbd         [kernel.kallsyms]    [k] switch_mm_irqs_off
     0.12%     0.12%  mariadbd         libc-2.28.so         [.] __memmove_avx_unaligned_erms
     0.12%     0.12%  mariadbd         [kernel.kallsyms]    [k] update_irq_load_avg
     0.12%     0.02%  mariadbd         [kernel.kallsyms]    [k] jbd2__journal_start
     0.12%     0.12%  tclsh8.6         [kernel.kallsyms]    [k] __fget_files
     0.12%     0.05%  mariadbd         [kernel.kallsyms]    [k] __rq_qos_throttle
     0.12%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] enqueue_entity
     0.12%     0.12%  tclsh8.6         [kernel.kallsyms]    [k] __restore_fpregs_from_fpstate
     0.12%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] scheduler_tick
     0.12%     0.12%  swapper          [kernel.kallsyms]    [k] menu_update
     0.11%     0.10%  mariadbd         [kernel.kallsyms]    [k] __bio_add_page
     0.11%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] select_idle_cpu
     0.11%     0.05%  tclsh8.6         [kernel.kallsyms]    [k] poll_freewait
     0.11%     0.11%  mariadbd         libpthread-2.28.so   [.] __pthread_mutex_cond_lock
     0.11%     0.01%  mariadbd         [kernel.kallsyms]    [k] create_page_buffers
     0.11%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] _copy_from_iter
     0.11%     0.01%  mariadbd         [kernel.kallsyms]    [k] ext4_mark_iloc_dirty
     0.11%     0.11%  mariadbd         libpthread-2.28.so   [.] pthread_cond_signal@@GLIBC_2.3.2
     0.11%     0.11%  mariadbd         mariadbd             [.] thd_wait_end
     0.11%     0.11%  swapper          [kernel.kallsyms]    [k] prepare_task_switch
     0.11%     0.01%  mariadbd         [kernel.kallsyms]    [k] get_page_from_freelist
     0.11%     0.11%  mariadbd         mariadbd             [.] _ZN5TABLE4initEP3THDP10TABLE_LIST
     0.11%     0.11%  swapper          [kernel.kallsyms]    [k] _find_next_bit
     0.11%     0.01%  mariadbd         [kernel.kallsyms]    [k] hrtimer_start_range_ns
     0.11%     0.10%  mariadbd         [kernel.kallsyms]    [k] cgroup_rstat_updated
     0.11%     0.11%  swapper          [kernel.kallsyms]    [k] calc_load_nohz_start
     0.11%     0.08%  mariadbd         [kernel.kallsyms]    [k] unix_poll
     0.11%     0.01%  mariadbd         [kernel.kallsyms]    [k] ext4_da_get_block_prep
     0.11%     0.11%  mariadbd         [kernel.kallsyms]    [k] idle_cpu
     0.11%     0.00%  mariadbd         [kernel.kallsyms]    [k] ext4_iomap_alloc
     0.11%     0.02%  mariadbd         [kernel.kallsyms]    [k] create_empty_buffers
     0.11%     0.00%  mariadbd         [kernel.kallsyms]    [k] mpage_process_page_bufs
     0.11%     0.01%  mariadbd         [kernel.kallsyms]    [k] remove_entity_load_avg
     0.11%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] drain_stock
     0.10%     0.00%  mariadbd         [kernel.kallsyms]    [k] ext4_reserve_inode_write
     0.10%     0.01%  mariadbd         [kernel.kallsyms]    [k] sock_recvmsg
     0.10%     0.09%  mariadbd         [kernel.kallsyms]    [k] page_counter_try_charge
     0.10%     0.10%  swapper          [kernel.kallsyms]    [k] __const_udelay
     0.10%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] newidle_balance
     0.10%     0.10%  mariadbd         [kernel.kallsyms]    [k] bio_release_pages.part.0
     0.10%     0.01%  mariadbd         [kernel.kallsyms]    [k] refill_stock
